subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,days_overdue
S-381988,A-eb7c38,2024-08-27,,Pro,7,0,0,True,False,False,False,annual,False,0
S-28a2b2,A-eb7fac,2024-09-22,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,0
S-b991d2,A-3ce5b8,2024-02-17,,Pro,8,392,4704,False,False,False,False,annual,True,0
S-242e1b,A-313be3,2024-08-25,,Pro,47,2303,27636,False,True,False,False,annual,False,0
S-89d7b0,A-fe79a5,2024-06-03,,Enterprise,9,1791,21492,False,False,False,False,annual,True,0
S-21d0ab,A-a1b80b,2024-07-21,,Basic,22,418,5016,False,False,False,False,monthly,True,0
S-0d8293,A-425e76,2023-11-18,,Pro,71,3479,41748,False,False,False,False,monthly,True,0
S-4781b1,A-558c72,2023-06-12,,Pro,16,784,9408,False,False,False,False,monthly,True,0
S-e3165d,A-3b5cd1,2023-10-09,,Pro,21,1029,12348,False,False,False,False,monthly,True,0
S-0334aa,A-acb7f7,2024-04-12,,Pro,41,2009,24108,False,True,False,False,annual,True,0
S-91709b,A-ab438f,2024-11-26,2024-12-31,Enterprise,23,4577,54924,False,False,False,True,annual,True,0
S-ff681f,A-bbc346,2024-08-31,,Enterprise,19,3781,45372,False,True,False,False,annual,False,0
S-2d3434,A-425e76,2023-07-22,,Pro,8,392,4704,False,False,False,False,annual,True,0
S-b8caad,A-ac14bb,2023-09-27,,Pro,21,1029,12348,False,False,False,False,annual,False,0
S-58ab69,A-58b9ff,2024-09-27,,Pro,63,3087,37044,False,False,True,False,monthly,True,0
S-ff4611,A-c9bb3e,2024-04-25,,Pro,123,6027,72324,False,False,False,False,annual,True,0
S-f3c329,A-1f0636,2024-09-02,,Basic,105,1995,23940,False,False,False,False,annual,True,0
S-270a4e,A-6c093d,2024-01-17,,Basic,7,133,1596,False,True,False,False,monthly,True,0
S-2a312e,A-034368,2024-06-21,,Basic,26,494,5928,False,False,False,False,monthly,True,0
S-3aa11b,A-7c83a1,2024-09-27,,Pro,12,588,7056,False,False,False,False,annual,True,0
S-f0e458,A-ab438f,2024-12-27,,Pro,77,0,0,True,False,False,False,monthly,True,0
S-ca74fe,A-dfbd31,2024-07-30,,Pro,14,686,8232,False,False,False,False,annual,False,0
S-333abd,A-a1b80b,2024-07-05,,Basic,16,304,3648,False,False,False,False,annual,True,0
S-1bf697,A-acb7f7,2024-08-31,,Pro,32,1568,18816,False,False,False,False,monthly,True,0
S-620b62,A-d42431,2024-08-06,,Enterprise,22,4378,52536,False,True,False,False,annual,False,0
S-7a1803,A-443b7c,2024-10-26,,Enterprise,11,0,0,True,False,False,False,annual,True,0
S-ddc51c,A-ad296b,2024-12-09,,Pro,38,1862,22344,False,False,False,False,annual,True,0
S-5619af,A-1d5444,2024-04-23,,Enterprise,24,4776,57312,False,False,False,False,monthly,False,0
S-47048b,A-0f7d77,2024-12-31,,Basic,7,133,1596,False,False,False,False,annual,True,0
S-b60208,A-9174e0,2024-12-06,,Enterprise,37,0,0,True,False,False,False,annual,True,0
S-0ff481,A-6c093d,2023-04-30,,Basic,15,285,3420,False,False,False,False,annual,False,0
S-fcef74,A-ad64c6,2024-09-08,,Pro,12,588,7056,False,False,False,False,monthly,True,0
S-a2cde5,A-463db0,2024-12-20,,Pro,15,735,8820,False,False,False,False,annual,False,0
S-c855b0,A-ac14bb,2024-01-16,,Enterprise,71,14129,169548,False,True,False,False,annual,True,0
S-85ddea,A-cc1d8d,2024-12-20,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-196c1e,A-7df7a7,2024-11-04,,Basic,7,133,1596,False,False,False,False,annual,True,0
S-559e85,A-53f4e3,2024-12-22,,Pro,29,1421,17052,False,False,False,False,monthly,True,0
S-af7a2c,A-dcc2f0,2024-11-13,,Basic,22,418,5016,False,True,False,False,annual,True,0
S-25f647,A-425e76,2024-07-10,,Basic,37,703,8436,False,False,False,False,monthly,True,0
S-766d8b,A-82861f,2024-05-27,2024-11-15,Enterprise,41,8159,97908,False,False,False,True,monthly,True,0
S-39f1ed,A-6dee43,2024-04-27,,Pro,3,147,1764,False,False,False,False,monthly,True,0
S-e25e6e,A-5a92e7,2024-12-07,,Basic,4,76,912,False,False,False,False,monthly,True,0
S-5c3f50,A-f3ff05,2024-09-11,,Enterprise,4,796,9552,False,False,False,False,annual,True,0
S-1dbbc2,A-42b791,2024-12-30,,Basic,20,380,4560,False,False,False,False,monthly,False,0
S-b633be,A-6c093d,2023-09-26,2024-07-14,Basic,62,0,0,True,False,False,True,monthly,True,0
S-480226,A-7f6b86,2024-05-21,,Basic,45,855,10260,False,True,False,False,annual,True,0
S-3ffd93,A-cc1d8d,2024-12-23,,Basic,39,741,8892,False,False,False,False,monthly,True,0
S-94d88f,A-ccc747,2024-09-11,,Pro,16,784,9408,False,False,False,False,annual,False,0
S-afe3b8,A-cc1d8d,2024-12-10,,Pro,16,784,9408,False,False,False,False,monthly,True,0
S-53ff75,A-acb7f7,2024-11-26,,Basic,32,608,7296,False,False,True,False,monthly,True,0
S-78172b,A-f9cc74,2024-10-30,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,0
S-5aa854,A-328bd0,2024-04-29,,Pro,18,882,10584,False,False,False,False,annual,True,0
S-e81358,A-d77f4c,2024-02-29,,Pro,29,1421,17052,False,False,False,False,annual,True,0
S-3ce79c,A-781cc0,2024-10-17,,Enterprise,22,4378,52536,False,False,False,False,monthly,False,0
S-775a4f,A-7c83a1,2024-07-18,,Enterprise,19,3781,45372,False,False,False,False,monthly,True,0
S-2de283,A-117171,2024-11-27,,Pro,45,0,0,True,False,False,False,monthly,True,0
S-2cf162,A-a8d89d,2024-04-12,,Basic,13,247,2964,False,False,False,False,annual,True,0
S-1facfc,A-7df7a7,2024-03-04,,Pro,7,343,4116,False,False,False,False,annual,True,0
S-c14566,A-313be3,2023-12-11,,Pro,47,2303,27636,False,False,False,False,annual,True,0
S-b9c635,A-87aa7b,2024-06-02,,Pro,24,1176,14112,False,False,True,False,monthly,True,0
S-f2dd76,A-443b7c,2024-11-13,2024-11-21,Pro,39,0,0,True,False,False,True,monthly,False,0
S-6a017c,A-6f8ad2,2024-10-03,,Enterprise,5,995,11940,False,False,False,False,annual,False,0
S-20812a,A-5a3eb9,2024-06-14,,Pro,69,3381,40572,False,False,False,False,monthly,True,0
S-e88276,A-66224b,2024-12-06,,Basic,92,1748,20976,False,False,False,False,monthly,True,0
S-51cb35,A-18793f,2024-12-20,2024-12-29,Basic,148,2812,33744,False,False,False,True,annual,True,0
S-53e028,A-fdfc91,2024-09-14,,Basic,111,2109,25308,False,False,False,False,monthly,True,0
S-f64908,A-1ac5e0,2024-12-11,,Basic,33,0,0,True,False,False,False,monthly,False,0
S-a0c741,A-40906c,2024-06-19,,Basic,92,1748,20976,False,False,False,False,monthly,False,0
S-65d722,A-df10db,2023-09-23,,Basic,2,38,456,False,False,False,False,monthly,True,0
S-0fb7bb,A-87aa7b,2024-06-05,,Pro,24,1176,14112,False,False,True,False,annual,False,0
S-8b0950,A-dfbd31,2024-02-15,,Enterprise,14,2786,33432,False,False,False,False,monthly,False,0
S-eb4b0a,A-acb7f7,2024-12-28,,Basic,32,608,7296,False,False,False,False,annual,True,0
S-410fd5,A-a1b80b,2024-06-09,,Basic,19,361,4332,False,False,False,False,annual,True,0
S-bf4ec8,A-7a0d69,2024-08-20,,Pro,15,735,8820,False,False,False,False,monthly,True,0
S-37f480,A-87aa7b,2024-05-25,,Pro,27,1323,15876,False,False,False,False,annual,False,0
S-a76521,A-eb7c38,2024-12-04,,Basic,33,627,7524,False,False,False,False,annual,True,0
S-0ab9fb,A-05f0e5,2024-10-22,,Pro,65,3185,38220,False,False,False,False,annual,True,0
S-6676fa,A-7df7a7,2023-02-05,,Pro,7,343,4116,False,False,True,False,monthly,True,0
S-c48d0d,A-3ce5b8,2024-05-22,,Basic,37,703,8436,False,False,False,False,annual,True,0
S-5d343c,A-9208f0,2023-09-23,,Basic,25,475,5700,False,False,False,False,annual,True,0
S-42671b,A-118f1c,2024-12-11,,Enterprise,32,6368,76416,False,False,False,False,annual,True,0
S-983266,A-dcc2f0,2024-09-16,2024-11-03,Pro,15,735,8820,False,False,False,True,annual,True,0
S-f77847,A-186a44,2023-08-23,,Basic,20,380,4560,False,False,True,False,annual,True,0
S-1053c9,A-69b156,2024-10-12,,Basic,14,266,3192,False,False,False,False,annual,True,0
S-bf39f7,A-3793ee,2024-01-24,,Pro,49,2401,28812,False,False,False,False,monthly,True,0
S-5a94f7,A-328bd0,2023-09-26,,Pro,33,1617,19404,False,False,False,False,monthly,True,0
S-61afee,A-7df7a7,2023-06-26,,Enterprise,45,8955,107460,False,False,False,False,monthly,False,0
S-2a73e2,A-10b8f2,2024-01-29,,Basic,47,893,10716,False,False,False,False,annual,False,0
S-e6b450,A-eb1312,2024-11-21,,Pro,25,1225,14700,False,False,False,False,monthly,True,0
S-86e45a,A-56962b,2024-09-23,,Pro,163,7987,95844,False,False,False,False,annual,True,0
S-c37ee1,A-9174e0,2024-12-08,,Basic,60,1140,13680,False,False,False,False,monthly,True,0
S-61797c,A-ad296b,2024-07-25,,Basic,38,722,8664,False,False,False,False,annual,True,0
S-d0eeb2,A-fce879,2024-10-18,,Pro,45,0,0,True,False,True,False,monthly,True,0
S-c86492,A-c43359,2024-11-18,,Pro,38,1862,22344,False,False,False,False,annual,True,0
S-3cae45,A-c16101,2024-10-18,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0
S-2e7b85,A-328bd0,2023-10-19,,Basic,18,342,4104,False,False,False,False,annual,True,0
S-1a9c5c,A-c58f49,2024-11-02,,Basic,70,0,0,True,False,False,False,annual,True,0
S-27c00d,A-a6d261,2024-06-08,,Basic,48,912,10944,False,False,False,False,monthly,True,0
S-e0f238,A-463db0,2024-12-09,,Pro,35,1715,20580,False,False,False,False,annual,True,0
S-752e61,A-e3bd71,2024-03-24,,Enterprise,31,6169,74028,False,False,False,False,monthly,True,0
S-525d6b,A-94f8c9,2024-04-17,2024-05-29,Enterprise,13,0,0,True,False,False,True,monthly,True,0
S-50c6f5,A-a6d261,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,0
S-150c8e,A-58b9ff,2024-11-03,,Pro,33,1617,19404,False,False,False,False,monthly,True,0
S-da2f0b,A-8145a0,2024-08-10,,Enterprise,12,2388,28656,False,True,False,False,annual,True,0
S-eef92e,A-fdfc91,2024-08-11,,Pro,66,3234,38808,False,False,False,False,annual,True,0
S-44e3ac,A-81edc3,2024-01-14,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-3eb56d,A-463db0,2024-12-31,,Pro,15,735,8820,False,False,False,False,annual,True,0
S-1630dd,A-fda07f,2024-09-14,,Pro,34,1666,19992,False,False,False,False,annual,True,0
S-12ed58,A-1f0ac7,2024-11-14,,Basic,32,608,7296,False,False,False,False,annual,True,0
S-d09309,A-d49cc5,2024-10-09,,Pro,75,3675,44100,False,False,False,False,monthly,True,0
S-096835,A-117171,2024-10-20,,Enterprise,45,0,0,True,False,False,False,monthly,True,0
S-c796c1,A-aa9511,2023-10-11,,Pro,23,1127,13524,False,False,False,False,monthly,True,0
S-0ea795,A-d3c88e,2024-10-27,,Pro,16,784,9408,False,False,False,False,annual,True,0
S-40adae,A-8145a0,2024-01-26,,Basic,10,190,2280,False,False,False,False,monthly,True,0
S-db4e11,A-49b828,2024-08-09,,Pro,14,686,8232,False,False,False,False,monthly,True,0
S-e4a862,A-3ce5b8,2024-10-03,,Enterprise,8,0,0,True,False,False,False,annual,True,0
S-9917a2,A-ac14bb,2024-02-29,,Pro,26,0,0,True,False,False,False,annual,True,0
S-f0e08e,A-69b156,2024-09-16,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,0
S-0896f4,A-781cc0,2024-12-08,,Basic,12,228,2736,False,False,False,False,annual,True,0
S-4df118,A-86fc1d,2024-10-28,2024-11-02,Basic,26,494,5928,False,True,False,True,monthly,True,0
S-e753fa,A-a6d261,2024-02-06,,Pro,28,1372,16464,False,True,False,False,annual,True,0
S-755502,A-5a3eb9,2024-05-28,,Enterprise,18,3582,42984,False,False,False,False,annual,True,0
S-db7a77,A-7df7a7,2023-12-13,,Enterprise,15,2985,35820,False,False,False,False,annual,True,0
S-22f096,A-c58f49,2024-10-15,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,0
S-bbff6f,A-df10db,2024-05-19,,Pro,26,1274,15288,False,False,False,False,monthly,True,0
S-3a694d,A-781cc0,2024-11-10,,Pro,20,980,11760,False,False,False,False,monthly,False,0
S-17fb4d,A-71615e,2024-07-04,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,0
S-f9c661,A-1e50e0,2024-09-05,,Enterprise,19,3781,45372,False,False,False,False,annual,True,0
S-817e4b,A-42b791,2024-10-08,,Enterprise,75,14925,179100,False,False,False,False,annual,False,0
S-59be40,A-94f8c9,2024-10-21,,Basic,13,247,2964,False,False,False,False,annual,True,0
S-d82234,A-d77f4c,2024-12-17,2024-12-18,Pro,4,196,2352,False,True,False,True,annual,True,0
S-68f388,A-671f31,2024-11-27,,Basic,59,1121,13452,False,False,False,False,monthly,True,0
S-544f34,A-fdfc91,2024-05-09,,Pro,29,1421,17052,False,False,False,False,monthly,True,0
S-e71203,A-117171,2024-10-02,,Enterprise,45,8955,107460,False,False,True,False,monthly,True,0
S-efdeae,A-3793ee,2024-10-23,,Enterprise,49,9751,117012,False,False,False,False,monthly,False,0
S-29ccb8,A-eb1312,2024-12-28,,Basic,25,475,5700,False,False,False,False,annual,True,0
S-467016,A-e83938,2024-11-28,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,0
S-c1c645,A-443b7c,2024-10-06,,Basic,4,76,912,False,True,False,False,annual,True,0
S-02984e,A-2e3bad,2024-06-21,,Enterprise,61,12139,145668,False,False,False,False,annual,True,0
S-15e705,A-adc1f3,2024-12-18,,Pro,9,441,5292,False,False,False,False,annual,True,0
S-6696a0,A-82861f,2024-08-04,,Basic,41,779,9348,False,False,False,False,monthly,True,0
S-510999,A-7da956,2024-06-30,,Enterprise,13,0,0,True,True,False,False,monthly,True,0
S-255846,A-9a532a,2024-08-28,,Enterprise,33,6567,78804,False,False,False,False,monthly,True,0
S-7bf6d8,A-fe79a5,2024-03-23,,Basic,9,0,0,True,False,False,False,annual,True,0
S-699110,A-fda07f,2024-10-01,,Enterprise,27,5373,64476,False,True,False,False,annual,False,0
S-552434,A-7f4db3,2024-08-14,,Pro,79,3871,46452,False,False,False,False,annual,True,0
S-acb7af,A-8adedc,2024-05-23,,Enterprise,4,0,0,True,False,False,False,annual,True,0
S-70cf3c,A-3b5cd1,2024-03-24,,Pro,13,637,7644,False,False,False,False,monthly,True,0
S-639754,A-034368,2023-12-14,,Basic,19,0,0,True,False,False,False,monthly,True,0
S-a408fe,A-02fac6,2024-10-18,,Pro,22,1078,12936,False,True,False,False,monthly,True,0
S-332e0d,A-3b5cd1,2023-09-30,,Pro,13,0,0,True,False,True,False,monthly,True,0
S-5798f3,A-d77f4c,2024-07-21,,Pro,7,343,4116,False,False,False,False,monthly,False,0
S-ea389c,A-df10db,2024-09-08,,Basic,14,266,3192,False,False,False,False,monthly,True,0
S-14d515,A-eb7c38,2024-07-02,,Enterprise,33,6567,78804,False,False,False,False,monthly,False,0
S-99efdc,A-4e44e8,2024-12-19,,Enterprise,17,3383,40596,False,False,False,False,annual,True,0
S-7ff88c,A-b7ef83,2024-12-30,,Pro,12,588,7056,False,False,False,False,monthly,False,0
S-2b608a,A-adc1f3,2024-09-18,,Basic,16,0,0,True,False,False,False,monthly,True,0
S-4e563b,A-10b8f2,2024-04-26,,Basic,103,1957,23484,False,False,False,False,annual,True,0
S-ff4e21,A-7a0d69,2024-11-22,,Pro,6,294,3528,False,True,False,False,annual,True,0
S-db94ad,A-313be3,2024-11-14,,Enterprise,47,0,0,True,False,False,False,annual,True,0
S-e854de,A-18793f,2024-12-25,,Pro,148,7252,87024,False,False,False,False,monthly,True,0
S-28eeec,A-89ee83,2024-11-29,,Pro,2,98,1176,False,True,False,False,annual,True,0
S-bbdf5c,A-b7ef83,2024-06-21,,Enterprise,8,1592,19104,False,False,False,False,monthly,True,0
S-8317da,A-d49cc5,2024-12-10,,Basic,50,950,11400,False,False,False,False,monthly,True,0
S-084930,A-c1e51e,2024-12-08,,Enterprise,3,597,7164,False,False,False,False,monthly,True,0
S-8b00ff,A-40906c,2024-06-19,,Enterprise,92,18308,219696,False,False,False,False,annual,True,0
S-c7f25a,A-87aa7b,2024-08-10,,Basic,25,475,5700,False,True,False,False,monthly,True,0
S-dbee03,A-49b828,2023-05-16,,Basic,9,171,2052,False,False,False,False,monthly,True,0
S-1f15a2,A-7f4db3,2023-04-05,,Basic,39,0,0,True,False,False,False,annual,True,0
S-b5b39a,A-1f0636,2024-03-17,,Pro,105,0,0,True,False,False,False,annual,True,0
S-7ab956,A-53f4e3,2024-12-03,,Basic,13,247,2964,False,False,False,False,annual,True,0
S-b18409,A-92a3af,2024-10-26,,Pro,25,1225,14700,False,False,False,False,monthly,True,0
S-d365af,A-4e44e8,2024-09-01,,Basic,11,209,2508,False,False,False,False,annual,True,0
S-9f8b23,A-118f1c,2024-12-24,2024-12-26,Enterprise,128,25472,305664,False,False,False,True,annual,True,0
S-1f5841,A-b30291,2024-05-08,,Basic,5,95,1140,False,False,False,False,annual,True,0
S-904529,A-fe79a5,2024-03-02,2024-10-02,Basic,19,0,0,True,True,False,True,monthly,True,0
S-24d48b,A-7c83a1,2024-05-16,2024-07-29,Pro,12,588,7056,False,False,False,True,annual,True,0
S-dbb8b9,A-58b9ff,2024-08-09,,Pro,2,98,1176,False,False,False,False,monthly,False,0
S-2178f0,A-b30291,2024-09-26,2024-11-02,Basic,5,0,0,True,False,False,True,monthly,True,0
S-4f9730,A-8adedc,2024-07-21,,Enterprise,25,0,0,True,False,False,False,monthly,True,0
S-00dea4,A-a6d261,2024-01-14,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,0
S-07976e,A-81edc3,2024-07-12,,Pro,5,245,2940,False,False,False,False,monthly,True,0
S-1d15a7,A-1e50e0,2023-03-23,,Enterprise,19,3781,45372,False,True,False,False,monthly,True,0
S-1fb7ac,A-117171,2024-12-14,2024-12-17,Pro,45,2205,26460,False,False,False,True,annual,True,0
S-c87692,A-dcc2f0,2023-10-02,,Basic,15,285,3420,False,False,False,False,annual,True,0
S-ed857b,A-ad64c6,2024-03-07,,Enterprise,12,2388,28656,False,False,False,False,monthly,False,0
S-b4b084,A-ced9aa,2024-12-21,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0
S-8048cc,A-eb7c38,2024-07-04,,Basic,9,171,2052,False,False,True,False,annual,True,0
S-549340,A-eb1312,2024-09-18,,Pro,25,1225,14700,False,False,False,False,monthly,True,0
S-2ad954,A-b9f5b1,2023-03-12,,Enterprise,42,0,0,True,False,False,False,monthly,True,0
S-a0d68d,A-c58f49,2024-08-10,,Basic,70,1330,15960,False,False,False,False,monthly,True,0
S-d0bab8,A-94f8c9,2024-06-26,,Basic,74,1406,16872,False,True,False,False,annual,True,0
S-b9c6ce,A-e1462e,2024-10-06,,Enterprise,15,0,0,True,False,False,False,monthly,True,0
S-398291,A-acb7f7,2024-07-15,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0
S-81cd46,A-ced9aa,2024-10-11,,Enterprise,6,1194,14328,False,False,False,False,annual,True,0
S-6cf72f,A-a8d89d,2024-09-24,,Basic,17,0,0,True,True,False,False,monthly,True,0
S-75985b,A-3793ee,2023-11-25,,Enterprise,49,0,0,True,False,False,False,monthly,True,0
S-765a5f,A-c9bb3e,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,0
S-bd02dd,A-eb7fac,2023-12-26,,Pro,12,588,7056,False,False,False,False,monthly,True,0
S-8bbfcd,A-eb1312,2024-12-02,,Basic,25,475,5700,False,False,False,False,annual,False,0
S-c92099,A-7f4db3,2024-12-08,2024-12-14,Enterprise,24,4776,57312,False,False,False,True,annual,True,0
S-188518,A-86fc1d,2024-11-08,,Enterprise,26,0,0,True,False,False,False,monthly,True,0
S-495e57,A-bbc346,2024-08-31,2024-10-26,Pro,20,980,11760,False,True,False,True,annual,True,0
S-d9659f,A-aa9511,2024-07-04,,Enterprise,23,4577,54924,False,False,False,False,annual,False,0
S-74f146,A-18793f,2024-12-23,,Pro,148,7252,87024,False,False,False,False,monthly,True,0
S-27e9ad,A-05f0e5,2023-10-18,,Basic,32,608,7296,False,False,False,False,annual,True,0
S-c08805,A-6f8ad2,2024-09-03,2024-10-03,Pro,18,882,10584,False,False,False,True,annual,True,0
S-3c5dab,A-7da956,2024-08-13,,Basic,13,247,2964,False,False,False,False,monthly,True,0
S-f5df4a,A-58b9ff,2024-06-26,,Pro,6,294,3528,False,False,False,False,annual,False,0
S-b48787,A-02fac6,2023-10-21,,Pro,22,1078,12936,False,False,False,False,annual,True,0
S-d859b7,A-66224b,2024-12-30,,Enterprise,92,0,0,True,False,False,False,annual,True,0
S-49d73e,A-f44180,2024-06-30,,Enterprise,35,0,0,True,False,False,False,annual,True,0
S-dfad0a,A-7d514c,2024-09-08,,Basic,17,0,0,True,False,False,False,monthly,True,0
S-e339fb,A-c1e51e,2024-10-31,2024-12-18,Enterprise,14,2786,33432,False,False,False,True,annual,True,0
S-d1f7ad,A-c222ab,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,0
S-81fc45,A-5a215a,2024-02-05,,Pro,87,0,0,True,False,False,False,annual,True,0
S-51b3ed,A-702032,2024-10-28,,Basic,28,532,6384,False,True,False,False,annual,True,0
S-d604ec,A-67be94,2023-08-29,,Basic,26,494,5928,False,False,False,False,monthly,True,0
S-4c4852,A-71615e,2024-11-06,,Basic,73,0,0,True,False,False,False,monthly,True,0
S-cda242,A-71615e,2024-10-10,,Pro,22,1078,12936,False,True,False,False,annual,True,0
S-c3d6a2,A-7f29a7,2024-12-03,,Basic,41,779,9348,False,False,False,False,annual,True,0
S-de7a48,A-ccc747,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,0
S-7d5bf1,A-92a3af,2024-09-19,,Enterprise,27,5373,64476,False,False,False,False,monthly,True,0
S-7e09c4,A-118f1c,2024-12-21,2024-12-31,Basic,32,608,7296,False,False,False,True,annual,False,0
S-17c51e,A-462d45,2024-11-25,2024-12-12,Pro,61,2989,35868,False,False,False,True,annual,True,0
S-c62428,A-1f0636,2024-11-17,,Enterprise,105,20895,250740,False,False,False,False,annual,False,0
S-f49f24,A-ccc747,2024-07-14,,Pro,16,784,9408,False,False,False,False,annual,False,0
S-c14eeb,A-fce879,2024-09-28,,Basic,33,627,7524,False,False,False,False,monthly,True,0
S-11939f,A-40906c,2024-10-14,,Basic,92,1748,20976,False,False,False,False,monthly,True,0
S-74be40,A-a8d89d,2024-04-12,,Enterprise,13,2587,31044,False,True,False,False,monthly,False,0
S-f94b9b,A-82861f,2024-10-16,2024-11-08,Pro,41,2009,24108,False,False,False,True,annual,True,0
S-eec056,A-c222ab,2024-10-07,,Basic,32,608,7296,False,True,False,False,monthly,True,0
S-28e360,A-ad64c6,2024-11-20,,Enterprise,28,5572,66864,False,False,False,False,annual,True,0
S-52119f,A-02fac6,2023-11-20,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,0
S-008f3c,A-e98302,2024-12-23,2024-12-28,Pro,58,2842,34104,False,False,False,True,annual,True,0
S-82c91a,A-462d45,2024-12-10,,Pro,30,1470,17640,False,False,False,False,annual,True,0
S-da7f1f,A-1f0ac7,2023-12-04,,Pro,24,1176,14112,False,False,False,False,monthly,False,0
S-2c3b6d,A-a2485e,2024-12-05,,Enterprise,17,3383,40596,False,False,False,False,annual,True,0
S-9f13f8,A-f3ff05,2024-10-07,,Basic,2,38,456,False,False,False,False,annual,True,0
S-b4536d,A-7a0d69,2024-11-20,,Basic,20,380,4560,False,False,False,False,annual,True,0
S-5ab139,A-30b4ca,2024-05-24,,Enterprise,86,17114,205368,False,False,False,False,annual,True,0
S-69a2d8,A-dcc2f0,2023-12-03,,Pro,15,735,8820,False,False,False,False,monthly,True,0
S-00fb6e,A-c16101,2024-10-22,,Basic,13,247,2964,False,False,False,False,monthly,True,0
S-77ba64,A-bd4513,2024-11-16,,Basic,66,1254,15048,False,True,False,False,annual,True,0
S-046595,A-ed510f,2023-12-28,,Enterprise,42,8358,100296,False,True,False,False,annual,True,0
S-127d0b,A-1e50e0,2024-05-04,,Pro,19,931,11172,False,False,False,False,monthly,True,0
S-2f07f6,A-9208f0,2024-03-20,,Pro,49,0,0,True,False,False,False,monthly,False,0
S-448b6d,A-8adedc,2024-06-08,,Basic,19,361,4332,False,False,False,False,monthly,False,0
S-e6029e,A-9174e0,2024-12-19,,Enterprise,37,7363,88356,False,False,False,False,monthly,True,0
S-db89df,A-1f0636,2024-05-29,,Enterprise,105,20895,250740,False,True,False,False,annual,True,0
S-7925f0,A-87aa7b,2024-09-24,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,0
S-1877a6,A-d77f4c,2024-03-31,,Pro,6,294,3528,False,False,False,False,monthly,True,0
S-6b6cd7,A-d792a6,2023-04-04,,Enterprise,6,0,0,True,False,False,False,monthly,True,0
S-0a6b6b,A-d42431,2024-06-11,,Basic,22,418,5016,False,False,True,False,monthly,True,0
S-c9eecb,A-6c093d,2024-10-10,,Basic,9,171,2052,False,False,False,False,annual,True,0
S-2c53ad,A-c222ab,2024-09-19,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0
S-14a685,A-692f18,2024-07-29,,Enterprise,7,1393,16716,False,False,False,False,monthly,False,0
S-66106d,A-186a44,2024-11-02,,Enterprise,20,0,0,True,False,False,False,monthly,False,0
S-510e07,A-b7ef83,2024-10-20,,Enterprise,2,398,4776,False,True,False,False,monthly,True,0
S-d0259a,A-4e0e85,2024-02-22,,Enterprise,6,1194,14328,False,False,False,False,monthly,True,0
S-ef3aa2,A-5a92e7,2024-09-19,,Pro,9,441,5292,False,False,False,False,monthly,False,0
S-0e43ad,A-cc8c8f,2024-06-21,,Enterprise,28,5572,66864,False,True,False,False,annual,True,0
S-d8165b,A-89ee83,2024-10-18,,Basic,38,722,8664,False,False,False,False,annual,True,0
S-67b7bf,A-dcc2f0,2024-10-13,,Basic,15,285,3420,False,False,False,False,monthly,False,0
S-efeb9b,A-1f0636,2024-02-27,,Basic,105,0,0,True,True,False,False,annual,True,0
S-f52fd6,A-f1f639,2024-09-19,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,0
S-af1def,A-443b7c,2024-09-30,,Basic,36,684,8208,False,False,False,False,monthly,False,0
S-a72188,A-ced9aa,2024-12-31,,Pro,3,147,1764,False,False,False,False,annual,True,0
S-84dd93,A-acb7f7,2024-02-16,,Enterprise,32,6368,76416,False,False,False,False,annual,True,0
S-f1778c,A-1d5444,2024-04-10,,Basic,24,456,5472,False,False,False,False,monthly,True,0
S-4ff3ae,A-eb7c38,2024-07-29,,Basic,5,95,1140,False,True,False,False,annual,True,0
S-808efb,A-7da956,2024-11-16,,Enterprise,15,2985,35820,False,False,True,False,monthly,True,0
S-7079c2,A-039727,2024-12-15,,Enterprise,25,4975,59700,False,False,True,False,annual,True,0
S-8789b0,A-eb7c38,2024-04-23,2024-08-02,Basic,9,171,2052,False,True,False,True,monthly,False,0
S-e1db7e,A-186a44,2024-03-13,,Basic,20,380,4560,False,False,False,False,annual,True,0
S-004eb4,A-ab438f,2024-12-05,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0
